BURNETT MED CTR,45.775,-92.6869,257 W ST GEORGE AVE,GRANTSBURG,WI,(715) 463-5353,BURNETT,http://www.burnettmedicalcenter.com
MEMORIAL MEDICAL CENTER - ASHLAND,46.5686,-90.8884,1615 MAPLE LN,ASHLAND,WI,(715) 685-5500,ASHLAND,http://www.ashlandmmc.com
ST MARYS HSPTL MED CTR,44.5328,-88.0661,1726 SHAWANO AVE,GREEN BAY,WI,(920) 498-4200,BROWN,"www.stmgb.org/



"
ST JOSEPHS HSPTL,44.9506,-91.3598,2661 CTY HWY I,CHIPPEWA FALLS,WI,(715) 717-7200,CHIPPEWA,http://www.stjoeschipfalls.com
UW HLTH PARTNERS - WATERTOWN REGIONAL MEDICAL CTR,43.1991,-88.6969,125 HOSPITAL DR,WATERTOWN,WI,(920) 261-4210,DODGE,http://www.uwphwatertown.com
GRANT REG HLTH CTR,42.8439,-90.7089,507 S MONROE ST,LANCASTER,WI,(608) 723-2143,GRANT,http://www.grantregional.com
SOUTHWEST HEALTH CENTER INC,42.7196,-90.4582,1400 EAST SIDE RD,PLATTEVILLE,WI,(608) 342-4701,GRANT,http://www.southwesthealth.org
UNITED HSPTL SYS,42.5781,-87.8198,6308 EIGHTH AVE,KENOSHA,WI,(262) 656-2011,KENOSHA,http://www.unitedhospitalsystem.org/
UNITED HOSPITAL SYS ST CATHERINES CAMPUS,42.5645,-87.9243,9555 76TH ST,PLEASANT PRAIRIE,WI,(262) 656-2011,KENOSHA,http://www.uhsi.org
HUNT REGIONAL COMMUNITY HOSPITAL,33.2305,-95.896,2900 STERLING HART DRIVE,COMMERCE,TX,NOT AVAILABLE,HUNT,http://www.huntregional.org
CONROE REGIONAL MEDICAL CENTER,30.2846,-95.4679,504 MEDICAL CENTER BOULEVARD,CONROE,TX,NOT AVAILABLE,MONTGOMERY,http://conroeregional.com/
CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,27.78,-97.4163,2606 HOSPITAL BOULEVARD,CORPUS CHRISTI,TX,NOT AVAILABLE,NUECES,http://www.christusspohn.org
THE CORPUS CHRISTI MEDICAL CENTER - BAY AREA,27.6932,-97.3453,7101 SOUTH PADRE ISLAND DRIVE,CORPUS CHRISTI,TX,NOT AVAILABLE,NUECES,http://ccmedicalcenter.com/about/bay-area.dot
EAST TEXAS MEDICAL CENTER - CROCKETT,31.3237,-95.4389,1100 EAST LOOP 304,CROCKETT,TX,NOT AVAILABLE,HOUSTON,http://www.etmc.org
CROSBYTON CLINIC HOSPITAL,33.6606,-101.246,710 WEST MAIN STREET,CROSBYTON,TX,NOT AVAILABLE,CROSBY,http://www.crosbytonclinichospital.com
CUERO COMMUNITY HOSPITAL,29.1128,-97.2833,2550 NORTH ESPLANADE STREET,CUERO,TX,NOT AVAILABLE,DEWITT,http://www.cuerohosp.org
BAYLOR UNIVERSITY MEDICAL CENTER,32.7909,-96.7794,3500 GASTON AVENUE,DALLAS,TX,NOT AVAILABLE,DALLAS,http://www.baylorhealth.com/PhysiciansLocations/Dallas/Pages/Default.aspx
PARKLAND MEMORIAL HOSPITAL,32.8108,-96.8386,5201 HARRY HINES BOULEVARD,DALLAS,TX,NOT AVAILABLE,DALLAS,http://www.parklandhospital.com
PINE CREEK MEDICAL CENTER,32.841,-96.8683,9032 HARRY HINES  BOULEVARD,DALLAS,TX,NOT AVAILABLE,DALLAS,http://www.pinecreekmedicalcenter.com
FOREST PARK MEDICAL CENTER,32.9137,-96.7669,11990 NORTH CENTRAL EXPRESSWAY,DALLAS,TX,NOT AVAILABLE,DALLAS,http://www.forestparkmc.com/
RICE MEDICAL CENTER,29.5877,-96.3453,600 AUSTIN ROAD,EAGLE LAKE,TX,NOT AVAILABLE,COLORADO,http://www.ricemedicalcenter.net/
DALLAS COUNTY HOSPITAL,41.8336,-94.0939,610 TENTH STREET,PERRY,IA,(515) 465-3547,DALLAS,Not Available
IOWA SPECIALTY HOSPITAL - BELMOND,42.8453,-93.6123,403 FIRST STREET SE,BELMOND,IA,(641) 444-3223,WRIGHT,Not Available
CONCHO COUNTY HOSPITAL,31.2213,-99.8481,EAKER STREET,EDEN,TX,NOT AVAILABLE,CONCHO,http://www.conchocountyhospital.com
IOWA SPECIALTY HOSPITAL-CLARION,42.7214,-93.7332,1316 SOUTH MAIN STREET,CLARION,IA,(515) 532-2811,WRIGHT,Not Available
DOCTOR'S HOSPITAL AT RENAISSANCE,26.2529,-98.2049,5501 SOUTH MCCOLL,EDINBURG,TX,NOT AVAILABLE,HIDALGO,http://www.dhr-rgv.com
MERCY MEDICAL CENTER-DYERSVILLE,42.4756,-91.1305,1111 3RD STREET SW,DYERSVILLE,IA,(563) 875-7101,DUBUQUE,Not Available
JACKSON HEALTHCARE CENTER,28.9692,-96.6358,1013 SOUTH WELLS STREET,EDNA,TX,NOT AVAILABLE,JACKSON,http://www.jchd.org/getpage.php?name=index
ADAIR COUNTY MEMORIAL HOSPITAL,41.3035,-94.4504,609 SE KENT,GREENFIELD,IA,(641) 743-2123,ADAIR,Not Available
UNIVERSITY MEDICAL CENTER OF EL PASO,31.7716,-106.435,4815 ALAMEDA AVENUE,EL PASO,TX,NOT AVAILABLE,EL PASO,http://www.thomasoncares.org
FLOYD COUNTY MEMORIAL HOSPITAL,43.0515,-92.6836,800 11TH ST,CHARLES CITY,IA,(641) 228-6830,FLOYD,Not Available
PROVIDENCE MEMORIAL HOSPITAL,31.771,-106.5,2001 NORTH OREGON STREET,EL PASO,TX,NOT AVAILABLE,EL PASO,http://www.sphn-pmh.com/en-US/Pages/default.aspx
FLOYD VALLEY HOSPITAL,42.7962,-96.1556,714 LINCOLN ST NE,LE MARS,IA,(712) 546-7871,PLYMOUTH,Not Available
ENNIS REGIONAL MEDICAL CENTER,32.3069,-96.6414,2201 WEST LAMPASAS  STREET,ENNIS,TX,NOT AVAILABLE,ELLIS,http://www.ennisregional.com
MEMORIAL HOSPITAL,40.91,-97.0914,300 NORTH COLUMBIA AVE,SEWARD,NE,(402) 643-2971,SEWARD,Not Available
PECOS COUNTY MEMORIAL HOSPITAL,30.9055,-102.88,387 WEST IH-10,FORT STOCKTON,TX,NOT AVAILABLE,PECOS,http://www.pcmhfs.com
"ROBERT WOOD JOHNSON, JR. REHABILITATION INSTITUTE",40.5566,-74.3507,65 JAMES STREET,EDISON,NJ,(732) 321-7051,MIDDLESEX,Not Available
TEXAS HEALTH HARRIS METHODIST HOSPITAL FORT WORTH,32.7369,-97.339,1301 PENNSYLVANIA AVENUE,FORT WORTH,TX,NOT AVAILABLE,TARRANT,http://www.texashealth.org/fortworth
ACCEL REHABILITATION HOSPITAL OF PLANO,33.0313,-96.8543,2301 MARSH LANE SUITE 200,PLANO,TX,NOT AVAILABLE,DENTON,Not Available
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST FORT WORTH,32.658,-97.421,6100 HARRIS PARKWAY,FORT WORTH,TX,NOT AVAILABLE,TARRANT,http://www.texashealth.org/southwestfw
WARM SPRINGS REHABILITATION HOSPITAL OF VICTORIA,28.8559,-97.0227,101 JAMES COLEMAN DRIVE,VICTORIA,TX,NOT AVAILABLE,VICTORIA,Not Available
KINDRED HOSPITAL - TARRANT COUNTY - FORT WORTH SOUTHWEST,32.6657,-97.4238,7800 OAKMONT BOULEVARD,FORT WORTH,TX,NOT AVAILABLE,TARRANT,http://www.kindredhospitalfwsw.com/
WARM SPRINGS SPECIALTY HOSPITAL OF SAN ANTONIO,29.353,-98.5459,7400 BARLITE BOULEVARD 2ND FLOOR,SAN ANTONIO,TX,NOT AVAILABLE,BEXAR,Not Available
BAYLOR SURGICAL HOSPITAL AT FORT WORTH,32.7368,-97.3489,750 12TH AVENUE,FORT WORTH,TX,NOT AVAILABLE,TARRANT,http://www.mcsh-hospital.com
VICTORY MEDICAL CENTER LANDMARK,29.5902,-98.5903,5330 NORTH LOOP 1604 WEST,SAN ANTONIO,TX,NOT AVAILABLE,BEXAR,Not Available
BAYLOR MEDICAL CENTER AT FRISCO,33.1046,-96.8381,5601 WARREN PARKWAY,FRISCO,TX,NOT AVAILABLE,COLLIN,http://www.bmcf.com
WESTSIDE SURGICAL HOSPTIAL,29.731,-95.4451,4200 TWELVE OAKS DRIVE,HOUSTON,TX,NOT AVAILABLE,HARRIS,Not Available
CENTENNIAL MEDICAL CENTER,33.1144,-96.7709,12505 LEBANON ROAD,FRISCO,TX,NOT AVAILABLE,COLLIN,http://www.centennialmedcenter.com
MAYO CLINIC HLTH SYSTM FRANCISCAN HLTHCARE SPARTA,43.9442,-90.8144,310 W MAIN ST,SPARTA,WI,(608) 269-2132,MONROE,Not Available
PARMER MEDICAL CENTER,34.6444,-102.722,1307 CLEVELAND STREET,FRIONA,TX,NOT AVAILABLE,PARMER,http://www.parmermedicalcenter.com
NORTHLAKE BEHAVIORAL HEALTH SYSTEM,30.3474,-90.0182,23515 HIGHWAY 190,MANDEVILLE,LA,(985) 626-6300,ST. TAMMANY,http://www.northlakebehavioralhealth.com/
USMD HOSPITAL AT FORT WORTH,32.6466,-97.4187,5900 DIRKS ROAD,FORT WORTH,TX,NOT AVAILABLE,TARRANT,http://www.usmdfortworth.com/
UTAH VALLEY SPECIALTY HOSPITAL,40.3054,-111.663,306 WEST RIVER BEND LANE,PROVO,UT,(801) 226-8880,UTAH,Not Available
UNIVERSITY OF TEXAS MEDICAL BRANCH HOSPITAL,29.3113,-94.7771,301 UNIVERSITY BOULEVARD,GALVESTON,TX,NOT AVAILABLE,GALVESTON,http://www.utmb.edu
KETCHIKAN GENERAL HOSPITAL,55.3529,-131.686,3100 TONGASS AVENUE,KETCHIKAN,AK,(907) 225-5171,KETCHIKAN GATEWAY,Not Available
GLEN ROSE MEDICAL CENTER,32.242,-97.7469,1021 HOLDEN STREET,GLEN ROSE,TX,NOT AVAILABLE,SOMERVELL,http://www.glenrosemedicalcenter.com
CHEROKEE NATION W. W. HASTINGS HOSPITAL,35.9118,-94.9505,100 SOUTH BLISS AVENUE,TAHLEQUAH,OK,(918) 458-3100,CHEROKEE,http://www.cherokee.org/Services/Health/30866/Information.aspx
COZBY-GERMANY HOSPITAL,32.6794,-95.7225,707 NORTH WALDRIP STREET,GREENVILLE,TX,NOT AVAILABLE,VAN ZANDT,Not Available
FORT BELKNAP HOSPITAL,48.4824,-108.763,669 MAIN STREET,HARLEM,MT,(406) 353-3195,BLAINE,http://www.ihs.gov/billings/index.cfm?module=bao_su_ftbelknap
RENAISSANCE HOSPITAL GROVES,29.9397,-93.9232,5500 39TH STREET,HARLINGEN,TX,NOT AVAILABLE,JEFFERSON,Not Available
81ST MEDICAL GROUP - KEESLER MEDICAL CENTER,30.4125,-88.9106,301 FISHER ST,KEESLER AFB,MS,NOT AVAILABLE,HARRISON,http://www.keesler.af.mil/units/81stmedicalgroup.asp
LAVACA MEDICAL CENTER,29.4575,-96.9382,1400 NORTH TEXANA STREET,HARLINGEN,TX,NOT AVAILABLE,LAVACA,"www.mmcportlavaca.com/



"
88TH MEDICAL GROUP - WRIGHT-PATTERSON AIR FORCE BASE MEDICAL CENTER,39.8053,-84.0374,4881 SUGAR MAPLE DR,WRIGHT PATTERSON AFB,OH,NOT AVAILABLE,GREENE,http://www.wpafb.af.mil/units/wpmc/index.asp
HASKELL MEMORIAL HOSPITAL,33.1572,-99.7447,NORTH 1ST STREET,HASKELL,TX,NOT AVAILABLE,HASKELL,http://haskellhospital.com/
EVANS ARMY COMMUNITY HOSPITAL,38.7191,-104.797,1650 COCHRANE CIR,FORT CARSON,CO,NOT AVAILABLE,EL PASO,http://evans.amedd.army.mil/
SABINE COUNTY HOSPITAL,31.3285,-93.8673,2301 HWY 83,HEMPHILL,TX,NOT AVAILABLE,SABINE,http://sabinecountyhospital.com/
MALCOLM GROW MEDICAL CLINICS AND SURGERY CENTER,38.8079,-76.8965,1050 W. PERIMETER RD,JOINT BASE ANDREWS,MD,NOT AVAILABLE,PRINCE GEORGE'S,http://www.79mdw.af.mil/units/779thmedicalgroup/index.asp
EAST TEXAS MEDICAL CENTER HENDERSON,32.1611,-94.7956,300 WILSON STREET,HENDERSON,TX,NOT AVAILABLE,RUSK,http://www.etmc.org/etmchenderson/
PHOENIX VA HEALTH CARE SYSTEM,33.4957,-112.066,650 E INDIAN SCHOOL RD,PHOENIX,AZ,NOT AVAILABLE,MARICOPA,http://www.phoenix.va.gov/
HILL REGIONAL HOSPITAL,32.0126,-97.0993,101 CIRCLE DRIVE,HILLSBORO,TX,NOT AVAILABLE,HILL,http://www.hillregionalhospital.com/
CAVHCS-WEST,32.377,-86.2437,215 PERRY HILL RD,MONTGOMERY,AL,NOT AVAILABLE,MONTGOMERY,http://www.centralalabama.va.gov/
ST. ANTHONY'S HOSPITAL,29.8716,-95.3421,2807 LITTLE YORK ROAD,HOUSTON,TX,NOT AVAILABLE,HARRIS,http://www.stanthonyshouston.com
MALCOM RANDALL VA MEDICAL CENTER,29.637,-82.3449,1601 SW ARCHER RD,GAINESVILLE,FL,(800) 324-8387,ALACHUA,http://www.northflorida.va.gov/
MEMORIAL HERMANN HOSPITAL,29.7147,-95.3962,6411 FANNIN STREET,HOUSTON,TX,NOT AVAILABLE,HARRIS,http://www.mhhs.org
LOCH RAVEN VA COMMUNITY LIVING & REHABILITATION CENTER,39.3364,-76.5958,3900 LOCH RAVEN BLVD,BALTIMORE,MD,NOT AVAILABLE,BALTIMORE CITY,http://www.maryland.va.gov/
ST. LUKE'S EPISCOPAL HOSPITAL,29.7079,-95.4004,6720 BERTNER STREET,GRANBURY,TX,NOT AVAILABLE,HARRIS,http://www.stlukeshouston.com/
MEMORIAL HERMANN SOUTHEAST HOSPITAL,29.5826,-95.2074,11800 ASTORIA BOULEVARD,HOUSTON,TX,NOT AVAILABLE,HARRIS,http://www.memorialhermann.org/locations/southeast/
VA MEDICAL CENTER - BROOKLYN CAMPUS,40.6079,-74.0242,800 POLY PL,BROOKLYN,NY,NOT AVAILABLE,KINGS,http://www.nyharbor.va.gov/
CYPRESS FAIRBANKS MEDICAL CENTER,29.9273,-95.5897,10655 STEEPLETOP DRIVE,HOUSTON,TX,NOT AVAILABLE,HARRIS,http://www.cyfairhospital.com
AKRON CHILDREN'S HOSP BEEGHLY,41.0326,-80.6605,6505 MARKET ST,BOARDMAN,OH,(330) 746-8100,MAHONING,https://www.akronchildrens.org/cms/fad_locations/beeghly_campus/
FLORIDA HOSPITAL ORLANDO,28.5744,-81.37,601 E ROLLINS ST,ORLANDO,FL,(407) 303-5600,ORANGE,https://www.floridahospital.com/orlando
INTRACARE MEDICAL CENTER HOSPITAL,29.6907,-95.401,7601 FANNIN STREET,HOUSTON,TX,NOT AVAILABLE,HARRIS,http://www.intracarehospital.com/about.asp
PHYSICIANS REGIONAL - PINE RIDGE,26.214,-81.7327,6101 PINE RIDGE RD,NAPLES,FL,(239) 304-5145,COLLIER,http://www.physiciansregional.com/locations/physicians-regional-pine-ridge
KINDRED HOSPITAL - HOUSTON,29.713,-95.3991,6441 MAIN STREET,HOUSTON,TX,NOT AVAILABLE,HARRIS,http://www.khhouston.com/
WILLOUGH AT NAPLES HOSPITAL,26.096,-81.7363,9001 TAMIAMI TRL E,NAPLES,FL,(239) 775-4500,COLLIER,http://www.thewilloughatnaples.com/
SARASOTA MEMORIAL HOSPITAL,27.3179,-82.5311,1700 S TAMIAMI TRL,SARASOTA,FL,(941) 917-9000,SARASOTA,http://www.smh.com
ST LUCIE MEDICAL CENTER,27.2884,-80.2943,1800 SE TIFFANY AVE,PORT SAINT LUCIE,FL,(772) 335-4000,ST. LUCIE,http://www.stluciemed.com
GULF COAST MEDICAL CENTER LEE MEMORIAL H,26.5436,-81.85,13681 DOCTORS WAY,FORT MYERS,FL,(239) 343-1000,LEE,http://leememorial.org
LEHIGH REGIONAL MEDICAL CENTER,26.6157,-81.6595,1500 LEE BLVD,LEHIGH ACRES,FL,(239) 369-2101,LEE,http://www.lehighregional.com
FLORIDA HOSPITAL FISH MEMORIAL,28.9144,-81.2852,1055 SAXON BLVD,ORANGE CITY,FL,(386) 851-5000,VOLUSIA,http://www.fhfishmemorial.org
FLORIDA HOSPITAL AT CONNERTON LONG TERM,28.2953,-82.4899,9441 HEALTH CENTER DR,LAND O LAKES,FL,(813) 903-3700,PASCO,http://www.elevatinghealthcare.org
MEDICAL CENTER OF TRINITY,28.2039,-82.6601,9330 FL-54,TRINITY,FL,(727) 834-4000,PASCO,http://medicalcentertrinity.com
MEDICAL CENTER OF TRINITY WEST PASCO CAM,28.2357,-82.7208,5637 MARINE PKWY,NEW PORT RICHEY,FL,(727) 834-5927,PASCO,http://medicalcentertrinity.com
MORTON PLANT NORTH BAY HOSPITAL,28.2541,-82.7149,6600 MADISON ST,NEW PORT RICHEY,FL,(727) 842-8468,PASCO,http://www.mpmhealth.com/body.cfm?id=13
MORTON PLANT NORTH BAY HOSPITAL RECOVERY CENTER,28.1872,-82.455,21808 STATE RD 54,LUTZ,FL,(813) 428-6100,PASCO,http://www.mortonplant.com/body.cfm?id=1451
ADVOCATE SOUTH SUBURBAN HOSPITAL,41.5663,-87.6976,17800 S KEDZIE AVE,HAZEL CREST,IL,(708) 799-8000,COOK,http://www.advocatehealth.com/ssub/
NORTH OAKS MEDICAL CENTER,30.4651,-90.4611,15790 PAUL VEGA MD DR,HAMMOND,LA,(985) 345-2700,TANGIPAHOA,http://www.northoaks.org
NORTHWESTERN MEMORIAL HOSPITAL,41.8946,-87.621,251 E HURON ST,CHICAGO,IL,(312) 926-2000,COOK,http://www.nmh.org
BEAUREGARD MEMORIAL HOSPITAL,30.8416,-93.2884,600 S PINE ST,DERIDDER,LA,(337) 462-7100,BEAUREGARD,http://www.beauregard.org
ST ALEXIUS MEDICAL CENTER,42.0529,-88.141,1555 N BARRINGTON RD,HOFFMAN ESTATES,IL,(847) 843-2000,COOK,http://www.stalexius.org
BATON ROUGE GENERAL MEDICAL CENTER (BLUEBONNET),30.3937,-91.0948,8585 PICARDY AVE,BATON ROUGE,LA,(225) 763-4000,EAST BATON ROUGE,http://www.brgeneral.org
"THC CHICAGO, INC. - DBA KINDRED HOSPITAL - SYCAMORE",41.9829,-88.689,225 EDWARD STREET,SYCAMORE,IL,(815) 895-2144,DEKALB,http://www.kindredhospitalsyc.com/
BATON ROUGE GENERAL MEDICAL CENTER (MID-CITY),30.4495,-91.1532,3600 FLORIDA BLVD,BATON ROUGE,LA,(225) 387-7000,EAST BATON ROUGE,http://www.brgeneral.org
KISHWAUKEE COMMUNITY HOSPITAL,41.9614,-88.7229,ONE KISH HOSPITAL DRIVE,DEKALB,IL,(815) 756-1521,DEKALB,http://www.kishhospital.org
EAST LOUISIANA STATE HOSPITAL-GREENWELL SPRINGS,30.5775,-90.9919,23260 GREENWELL SPRINGS RD,GREENWELL SPRINGS,LA,(225) 261-2730,EAST BATON ROUGE,http://new.dhh.louisiana.gov/index.cfm/directory/detail/219
DR JOHN WARNER HOSPITAL,40.1484,-88.9646,422 W WHITE ST,CLINTON,IL,(217) 935-9571,DE WITT,http://www.djwhospital.org
OCEANS BEHAVIORAL HOSPITAL OF BATON ROUGE,30.4589,-91.0612,11135 FLORIDA BLVD,BATON ROUGE,LA,(225) 356-7030,EAST BATON ROUGE,http://www.obhbr.info/
GEORGETOWN COMMUNITY HOSPITAL,38.1865,-84.5609,1140 LEXINGTON ROAD,GEORGETOWN,KY,(502) 868-1100,SCOTT,http://www.georgetowncommunityhospital.com
THE NEUROMEDICAL CENTER SURGICAL HOSPITAL,30.3803,-91.094,10105 PARK ROWE CIR STE 250,BATON ROUGE,LA,(225) 763-9900,EAST BATON ROUGE,http://www.theneuromedicalcenter.com
ROCKCASTLE REGIONAL HOSPITAL & RESPIRATORY CARE CENTER,37.358,-84.3359,145 NEWCOMB AVE,MT VERNON,KY,(606) 256-2195,ROCKCASTLE,http://www.rockcastleregional.org
WALTER OLIN MOSS REGIONAL MEDICAL CENTER,30.1825,-93.2081,1000 WALTERS ST,LAKE CHARLES,LA,(337) 475-8100,CALCASIEU,http://www.lcmh.com/moss
NORTH ARKANSAS REGIONAL MEDICAL CENTER,36.2365,-93.1091,620 NORTH WILLOW,HARRISON,AR,(870) 365-2000,BOONE,http://www.narmc.com
WEST CALCASIEU CAMERON HOSPITAL,30.2303,-93.3687,701 CYPRESS ST,SULPHUR,LA,(337) 527-7034,CALCASIEU,http://www.wcch.com
DE WITT HOSPITAL & NURSING HOME,34.2798,-91.3382,1641 SOUTH WHITEHEAD DRIVE,DE WITT,AR,(870) 946-3571,ARKANSAS,http://www.dhnh.org
ACADIAN MEDICAL CENTER (A CAMPUS OF MERCY REGIONAL MEDICAL CENTER),30.4966,-92.3862,3501 HIGHWAY 190,EUNICE,LA,(337) 580-7500,ST. LANDRY,http://acadianmedicalcenter.com/
MARSHALL COUNTY HOSPITAL,36.8671,-88.3698,"615 OLD SYMSONIA ROAD,  PO BOX 630",BENTON,KY,(270) 527-4800,MARSHALL,http://www.marshallcountyhospital.org
REGENCY HOSPITAL OF NORTHWEST ARKANSAS,36.0778,-94.1584,1125 NORTH COLLEGE AVENUE,FAYETTEVILLE,AR,(479) 713-7000,WASHINGTON,http://www.regencyhospital.com
FRAZIER REHAB INSTITUTE,38.249,-85.7502,220 ABRAHAM FLEXNER WAY,LOUISVILLE,KY,(502) 407-3242,JEFFERSON,http://www.frazierrehab.org
CARTHAGE AREA HOSPITAL,43.9873,-75.5941,1001 WEST ST,CAPE VINCENT,NY,(315) 493-1000,JEFFERSON,http://www.carthagehospital.com
WASHINGTON REGIONAL MEDICAL CENTER,36.1093,-94.16,3215 NORTH NORTHHILLS BOULEVARD,FAYETTEVILLE,AR,(479) 713-1000,WASHINGTON,http://www.wregional.com
NORTON AUDUBON HOSPITAL,38.2151,-85.7228,ONE AUDUBON PLAZA DRIVE,LOUISVILLE,KY,(502) 636-7001,JEFFERSON,http://www.nortonhealthcare.com/NortonAudubonHospital
NORTHWEST MEDICAL CENTER - WILLOW CREEK WOMEN'S HOSPITAL,36.1355,-94.1862,4301 GREATHOUSE SPRINGS ROAD,SPRINGDALE,AR,(479) 684-3000,WASHINGTON,http://www.northwesthealth.com/Pages/home.aspx
NORTON HOSPITAL,38.2477,-85.7505,200 EAST CHESTNUT STREET,LOUISVILLE,KY,(502) 629-8000,JEFFERSON,http://www.nortonhealthcare.com/nortonhospital
CHRISTUS HEALTH - SHREVEPOR-BOSSIER,32.4252,-93.7178,1453 E BERT KOUNS INDUSTRIAL LOOP,SHREVEPORT,LA,(318) 681-5000,CADDO,http://www.christusschumpert.org/Highland
NORTON SUBURBAN HOSPITAL,38.2353,-85.6329,4001 DUTCHMANS LANE,LOUISVILLE,KY,(502) 893-1102,JEFFERSON,http://www.nortonhealthcare.com/nortonsuburbanhospital
CHRISTUS SCHUMPERT MEDICAL CENTER,32.4952,-93.7501,1 SAINT MARY PL,SHREVEPORT,LA,(318) 681-4500,CADDO,http://www.christusschumpert.org
SAINTS MARY & ELIZABETH HOSPITAL,38.1783,-85.7939,1850 BLUEGRASS AVENUE,LOUISVILLE,KY,(502) 361-6000,JEFFERSON,http://www.kentuckyonehealth.org/body.cfm?id=3288&fr=true
UNIVERSITY HEALTH SHREVEPORT,32.4807,-93.7617,1541 KINGS HWY,SHREVEPORT,LA,(318) 675-6402,CADDO,http://www.uhsystem.com/shreveport/home
JACKSON COUNTY HOSPITAL,36.3488,-85.6562,620 HOSPITAL DRIVE,GAINESBORO,TN,(931) 268-0211,JACKSON,Not Available
THE BROOK - DUPONT,38.2357,-85.6273,1405 BROWNS LANE,LOUISVILLE,KY,(502) 896-0495,JEFFERSON,http://www.thebrookhospitals.com/
SPECIALISTS HOSPITAL SHREVEPORT,32.4977,-93.7467,1500 LINE AVE STE 206,SHREVEPORT,LA,(318) 213-3800,CADDO,http://www.specialistshospitalshreveport.com/
ST. MARY'S HEALTHCARE,42.9544,-74.2161,427 GUY PARK AVE,AMSTERDAM,NY,(518) 841-7101,MONTGOMERY,http://www.smha.org
MERCY REGIONAL MEDICAL CENTER,41.4369,-82.2373,3700 KOLBE ROAD,LORAIN,OH,(440) 960-3295,LORAIN,http://www.community-health-partners.com
THE BROOK HOSPITAL - KMI,38.2725,-85.5965,8521 LAGRANGE RD,LOUISVILLE,KY,(502) 426-6380,JEFFERSON,http://www.thebrookhospitals.com/
BROOKINGS HEALTH SYSTEM,44.3079,-96.767,300 22ND AVENUE,BROOKINGS,SD,(605) 696-9000,BROOKINGS,http://www.brookingshealth.org
NORTH SHORE UNIVERSITY HOSPITAL,40.7776,-73.7016,300 COMMUNITY DR,MANHASSET,NY,(516) 562-0100,NASSAU,http://www.northshorelij.com/hospitals/location/north-shore-university-hospital
NORTHKEY COMMUNITY CARE-INTENSIVE SERVICES,39.0496,-84.5294,502 FARRELL DR,COVINGTON,KY,(859) 331-1900,KENTON,http://www.northkey.org/live/index.asp
MENA REGIONAL HEALTH SYSTEM,34.5891,-94.2216,311 NORTH MORROW STREET,MENA,AR,(479) 394-6100,POLK,http://menamedical.com/
MERCY ST VINCENT MEDICAL CENTER,41.6687,-83.5428,2213 CHERRY STREET,TOLEDO,OH,(419) 251-3232,LUCAS,http://www.mercyweb.org
ST. ELIZABETH MEDICAL CENTER NORTH,39.0714,-84.518,401 E 20TH ST.,COVINGTON,KY,(859) 344-2000,KENTON,http://www.stelizabeth.com
NASSAU UNIVERSITY MEDICAL CENTER,40.7263,-73.5537,2201 HEMPSTEAD TPKE,EAST MEADOW,NY,(516) 232-4000,NASSAU,http://www.nuhealth.net
COPLEY HOSPITAL,44.5524,-72.6109,528 WASHINGTON HWY,MORRISVILLE,VT,(802) 888-4231,LAMOILLE,http://www.copleyvt.org/
METHODIST RICHARDSON MEDICAL CENTER,32.9744,-96.7267,401 WEST CAMPBELL ROAD,RICHARDSON,TX,NOT AVAILABLE,DALLAS,http://www.methodisthealthsystem.org/Richardson
MEDICAL CENTER OF SOUTH ARKANSAS,33.2207,-92.6711,700 WEST GROVE STREET,EL DORADO,AR,(870) 863-2000,UNION,http://www.themedcenter.net
MERCY ST CHARLES HOSPITAL,41.6351,-83.4852,2600 NAVARRE AVENUE,OREGON,OH,(419) 696-7200,LUCAS,http://www.mercyweb.org
MUNSON MEDICAL CENTER,44.761,-85.6416,1105 SIXTH STREET,TRAVERSE CITY,MI,NOT AVAILABLE,GRAND TRAVERSE,http://www.munsonhealthcare.org
SYOSSET HOSPITAL,40.8109,-73.5087,221 JERICHO TPKE,SYOSSET,NY,(516) 496-6400,NASSAU,http://www.northshorelij.com/hospitals/location/syosset-hospital
STARR COUNTY MEMORIAL HOSPITAL,26.3766,-98.8583,2573 HOSPITAL COURT,RIO GRANDE CITY,TX,NOT AVAILABLE,STARR,http://www.starrcountyhospital.com
STONE COUNTY MEDICAL CENTER,35.8566,-92.0829,"2106 EAST MAIN STREET, HIGHWAY 14 EAST",MOUNTAIN VIEW,AR,(870) 269-4361,STONE,http://www.whiteriverhealthsystem.com
BAY PARK COMMUNITY HOSPITAL,41.6212,-83.4805,2801 BAY PARK DRIVE,OREGON,OH,(419) 690-7700,LUCAS,http://www.promedica.org
MERCY HOSPITAL - GRAYLING,44.6681,-84.707,1100 E MICHIGAN AVE,GRAYLING,MI,NOT AVAILABLE,CRAWFORD,http://mercygrayling.munsonhealthcare.org/
EASTERN NIAGARA HOSPITAL,43.2886,-78.7083,2600 WILLIAM ST,NEWFANE,NY,(716) 778-5111,NIAGARA,http://www.enhs.org/
STURGIS HOSPITAL,41.7946,-85.4076,916 MYRTLE AVE,STURGIS,MI,NOT AVAILABLE,ST. JOSEPH,http://www.sturgishospital.com
